OBJECTID,ACCIDENT_NO,ACCIDENT_DATE,FD_FIRST_DATE_OF_YEAR,FD_YESTERDAY_DATE_OF_YEAR,INCLUDE_IN_EQUIVALENT_PERIOD,ACCIDENT_TIME,NODE_ID,PERSON_ID,SEX,AGE,ROAD_USER_TYPE,ROAD_USER_TYPE_DESC,ACCIDENT_TYPE,ACCIDENT_TYPE_DESC,NO_OF_VEHICLES,LGA_NAME,STAT_DIV_NAME,NODE_TYPE,NODE_TYPE_DESC,ROAD_NUM,ROAD_TYPE,X,Y,LOCATION_COUNT
1996295,T20160004994,1457136000000,1451606400000,1460764800000,Include in Current Equivalent Period Road Deaths Reporting,071000,300512,A,M,24,2,Drivers,4,Collision with a fixed object,1,MOORABOOL,Country,N,Non Intersection,2520,Declared Road,,,1
1996296,T20170019583,1507939200000,1483228800000,1492300800000,Include in Future Road Deaths Reporting,150900,322528,22,F,87,3,Passengers,6,Vehicle overturned (no collision),1,PYRENEES,Ballarat,N,Non Intersection,2700,Declared Road,,,2
1996297,T20140026992,1419811200000,1388534400000,1397606400000,Include in Future Road Deaths Reporting,084500,279697,A,M,34,4,Motorcyclists,1,Collision with vehicle,2,MELBOURNE,Melbourne - Inner,N,Non Intersection,9999,Non Declared Road,,,1
1996298,T20180007661,1524441600000,1514764800000,1523836800000,Include in Future Road Deaths Reporting,161000,29518,A,M,89,2,Drivers,1,Collision with vehicle,2,WHITTLESEA,Melbourne - North East,I,Intersection,2140,Declared Road,,,1
1996299,T20180014012,1532563200000,1514764800000,1523836800000,Include in Future Road Deaths Reporting,002900,332848,A,M,30,4,Motorcyclists,7,Fall from or in moving vehicle,3,HOBSONS BAY,Melbourne - West,N,Non Intersection,7026,Declared Road,,,1
1996300,T20150024760,1448841600000,1420070400000,1429142400000,Include in Future Road Deaths Reporting,033500,37164,03,M,15,3,Passengers,1,Collision with vehicle,2,HUME,Melbourne - North West,I,Intersection,5960,Declared Road,,,1
1996301,T20180003432,1519257600000,1514764800000,1523836800000,Include in Current Equivalent Period Road Deaths Reporting,160000,329072,01,F,69,1,Pedestrians,2,Struck Pedestrian,1,YARRA,Melbourne - Inner,N,Non Intersection,9999,Non Declared Road,,,1
1996302,T20170023908,1513209600000,1483228800000,1492300800000,Include in Future Road Deaths Reporting,110000,325024,A,M,55,2,Drivers,1,Collision with vehicle,2,SURF COAST,Country,N,Non Intersection,9999,Non Declared Road,,,1
1996303,T20180003144,1518912000000,1514764800000,1523836800000,Include in Current Equivalent Period Road Deaths Reporting,125000,330053,C,M,30,4,Motorcyclists,1,Collision with vehicle,3,CARDINIA,Melbourne - South East,N,Non Intersection,9999,Non Declared Road,,,1
1996304,T20170022365,1511395200000,1483228800000,1492300800000,Include in Future Road Deaths Reporting,124300,254820,01,M,84,1,Pedestrians,2,Struck Pedestrian,1,HOBSONS BAY,Melbourne - West,I,Intersection,9999,Non Declared Road,,,1
1996305,T20140001690,1390608000000,1388534400000,1397606400000,Include in Current Equivalent Period Road Deaths Reporting,153500,266126,A,M,22,4,Motorcyclists,4,Collision with a fixed object,1,BAW BAW,Country,N,Non Intersection,9999,Non Declared Road,,,1
1996306,T20160020393,1474156800000,1451606400000,1460764800000,Include in Future Road Deaths Reporting,191000,45059,02,F,72,1,Pedestrians,2,Struck Pedestrian,1,BRIMBANK,Melbourne - West,I,Intersection,5517,Declared Road,,,1
1996307,T20150003299,1423958400000,1420070400000,1429142400000,Include in Current Equivalent Period Road Deaths Reporting,064000,282230,01,F,29,3,Passengers,4,Collision with a fixed object,1,GLENELG,Country,N,Non Intersection,5148,Declared Road,,,3
1996308,T20150003299,1423958400000,1420070400000,1429142400000,Include in Current Equivalent Period Road Deaths Reporting,064000,282230,04,M,3,3,Passengers,4,Collision with a fixed object,1,GLENELG,Country,N,Non Intersection,5148,Declared Road,,,3
1996309,T20150003299,1423958400000,1420070400000,1429142400000,Include in Current Equivalent Period Road Deaths Reporting,064000,282230,A,M,39,2,Drivers,4,Collision with a fixed object,1,GLENELG,Country,N,Non Intersection,5148,Declared Road,,,3
1996310,T20170017339,1504828800000,1483228800000,1492300800000,Include in Future Road Deaths Reporting,194200,321352,A,M,52,4,Motorcyclists,1,Collision with vehicle,2,MOORABOOL,Country,N,Non Intersection,9999,Non Declared Road,,,1
1996311,T20170019087,1507334400000,1483228800000,1492300800000,Include in Future Road Deaths Reporting,085600,39338,01,M,97,1,Pedestrians,2,Struck Pedestrian,1,WHITEHORSE,Melbourne - Inner East,I,Intersection,2720,Declared Road,,,1
1996312,T20190002237,1549324800000,1546300800000,1555372800000,Include in Current Equivalent Period Road Deaths Reporting,235000,342086,A,M,39,2,Drivers,4,Collision with a fixed object,1,MURRINDINDI,Country,N,Non Intersection,9999,Non Declared Road,,,1
1996313,T20150020796,1444262400000,1420070400000,1429142400000,Include in Future Road Deaths Reporting,103000,295473,B,M,60,6,Bicyclists,1,Collision with vehicle,2,HUME,Melbourne - North West,N,Non Intersection,5052,Declared Road,,,1
1996314,T20170015835,1502755200000,1483228800000,1492300800000,Include in Future Road Deaths Reporting,181500,320393,A,F,80,2,Drivers,1,Collision with vehicle,2,SOUTHERN GRAMPIANS,Country,N,Non Intersection,2670,Declared Road,,,1
1996315,T20190002017,1549065600000,1546300800000,1555372800000,Include in Current Equivalent Period Road Deaths Reporting,030000,341752,A,M,40,2,Drivers,6,Vehicle overturned (no collision),1,CORANGAMITE,Country,N,Non Intersection,5032,Declared Road,,,1
1996316,T20160028128,1483056000000,1451606400000,1460764800000,Include in Future Road Deaths Reporting,164000,312400,B,M,40,4,Motorcyclists,1,Collision with vehicle,3,MANSFIELD,Country,N,Non Intersection,5501,Declared Road,,,2
1996317,T20160028128,1483056000000,1451606400000,1460764800000,Include in Future Road Deaths Reporting,164000,312400,C,M,32,4,Motorcyclists,1,Collision with vehicle,3,MANSFIELD,Country,N,Non Intersection,5501,Declared Road,,,2
1996318,T20170004972,1489190400000,1483228800000,1492300800000,Include in Current Equivalent Period Road Deaths Reporting,113500,314993,01,M,65,3,Passengers,6,Vehicle overturned (no collision),1,SOUTH GIPPSLAND,Country,N,Non Intersection,4001,Declared Road,,,1
1996319,T20150016814,1439337600000,1420070400000,1429142400000,Include in Future Road Deaths Reporting,225800,292888,A,M,57,2,Drivers,6,Vehicle overturned (no collision),1,DANDENONG,Melbourne - Inner South,N,Non Intersection,2400,Declared Road,,,1
1996320,T20170004423,1488585600000,1483228800000,1492300800000,Include in Current Equivalent Period Road Deaths Reporting,122200,314750,A,M,26,2,Drivers,4,Collision with a fixed object,1,WYNDHAM,Melbourne - West,N,Non Intersection,9999,Non Declared Road,,,1
1996321,T20160001614,1453507200000,1451606400000,1460764800000,Include in Current Equivalent Period Road Deaths Reporting,214500,298816,02,M,15,3,Passengers,4,Collision with a fixed object,1,INDIGO,Country,N,Non Intersection,2570,Declared Road,,,1
1996322,T20170007861,1492560000000,1483228800000,1492300800000,Include in Future Road Deaths Reporting,144500,317135,01,F,69,3,Passengers,1,Collision with vehicle,2,EAST GIPPSLAND,Country,N,Non Intersection,2510,Declared Road,,,1
1996323,T20180022090,1543017600000,1514764800000,1523836800000,Include in Future Road Deaths Reporting,201400,22585,03,F,20,3,Passengers,1,Collision with vehicle,2,BALLARAT,Ballarat,I,Intersection,5087,Declared Road,,,1
1996324,T20180018362,1538179200000,1514764800000,1523836800000,Include in Future Road Deaths Reporting,224900,337565,A,M,20,2,Drivers,4,Collision with a fixed object,1,MORNINGTON PENINSULA,Metro,N,Non Intersection,5751,Declared Road,,,1
1996325,T20140020210,1412035200000,1388534400000,1397606400000,Include in Future Road Deaths Reporting,171900,275547,A,M,23,2,Drivers,4,Collision with a fixed object,1,SWAN HILL,Country,N,Non Intersection,9999,Non Declared Road,,,1
1996326,T20150023594,1447459200000,1420070400000,1429142400000,Include in Future Road Deaths Reporting,174600,296116,01,M,82,1,Pedestrians,2,Struck Pedestrian,1,MOUNT ALEXANDER,Bendigo,N,Non Intersection,2530,Declared Road,,,1
1996327,T20160019601,1473206400000,1451606400000,1460764800000,Include in Future Road Deaths Reporting,180000,42157,A,M,43,4,Motorcyclists,1,Collision with vehicle,2,GLEN EIRA,Melbourne - Inner South,I,Intersection,5845,Declared Road,,,1
1996328,T20140003747,1393027200000,1388534400000,1397606400000,Include in Current Equivalent Period Road Deaths Reporting,163000,270760,B,M,59,2,Drivers,1,Collision with vehicle,3,SOUTH GIPPSLAND,Country,N,Non Intersection,2180,Declared Road,,,1
1996329,T20190004594,1552176000000,1546300800000,1555372800000,Include in Current Equivalent Period Road Deaths Reporting,055400,343097,A,M,53,2,Drivers,1,Collision with vehicle,2,KINGSTON,Melbourne - South East,I,Intersection,9999,Non Declared Road,,,1
1996330,T20190002790,1550016000000,1546300800000,1555372800000,Include in Current Equivalent Period Road Deaths Reporting,160500,57708,A,F,27,2,Drivers,1,Collision with vehicle,3,SOUTH GIPPSLAND,Country,I,Intersection,5665,Declared Road,,,1
1996331,T20170022393,1511395200000,1483228800000,1492300800000,Include in Future Road Deaths Reporting,120700,323968,A,M,37,2,Drivers,8,No collision and no object struck,1,ARARAT,Country,N,Non Intersection,5109,Declared Road,,,1
1996332,T20160016189,1469318400000,1451606400000,1460764800000,Include in Future Road Deaths Reporting,172500,306579,A,F,18,2,Drivers,4,Collision with a fixed object,1,BAW BAW,Country,N,Non Intersection,9999,Non Declared Road,,,1
1996333,T20190001914,1548892800000,1546300800000,1555372800000,Include in Current Equivalent Period Road Deaths Reporting,030000,341730,01,M,20,1,Pedestrians,2,Struck Pedestrian,1,SHEPPARTON,Country,N,Non Intersection,5414,Declared Road,,,1
1996334,T20190006655,1554681600000,1546300800000,1555372800000,Include in Current Equivalent Period Road Deaths Reporting,111000,43444,01,F,86,1,Pedestrians,2,Struck Pedestrian,1,FRANKSTON,Metro,I,Intersection,2660,Declared Road,,,1
1996335,T20180016212,1535414400000,1514764800000,1523836800000,Include in Future Road Deaths Reporting,041500,337956,A,M,25,2,Drivers,4,Collision with a fixed object,1,HEPBURN,Ballarat,N,Non Intersection,5154,Declared Road,,,1
1996336,T20170016587,1503792000000,1483228800000,1492300800000,Include in Future Road Deaths Reporting,174000,35631,A,F,50,2,Drivers,1,Collision with vehicle,2,DANDENONG,Melbourne - South East,I,Intersection,2580,Declared Road,,,1
1996337,T20180019769,1540080000000,1514764800000,1523836800000,Include in Future Road Deaths Reporting,131200,337722,01,F,28,3,Passengers,4,Collision with a fixed object,1,EAST GIPPSLAND,Country,N,Non Intersection,9999,Non Declared Road,,,1
1996338,T20190002318,1549411200000,1546300800000,1555372800000,Include in Current Equivalent Period Road Deaths Reporting,164500,341827,B,F,34,2,Drivers,1,Collision with vehicle,2,LODDON,Bendigo,N,Non Intersection,5346,Declared Road,,,1
1996339,T20170021096,1509840000000,1483228800000,1492300800000,Include in Future Road Deaths Reporting,091500,323297,A,M,60,4,Motorcyclists,3,Struck animal,1,MOUNT ALEXANDER,Bendigo,N,Non Intersection,2530,Declared Road,,,1
1996340,T20190003641,1551052800000,1546300800000,1555372800000,Include in Current Equivalent Period Road Deaths Reporting,060200,342627,01,M,86,1,Pedestrians,2,Struck Pedestrian,1,STONNINGTON,Melbourne - Inner,N,Non Intersection,9999,Non Declared Road,,,1
1996341,T20150021465,1445040000000,1420070400000,1429142400000,Include in Future Road Deaths Reporting,081000,295096,A,M,31,2,Drivers,1,Collision with vehicle,2,HORSHAM,Country,N,Non Intersection,2520,Declared Road,,,1
1996342,T20180003453,1519257600000,1514764800000,1523836800000,Include in Current Equivalent Period Road Deaths Reporting,152500,331574,A,M,52,4,Motorcyclists,4,Collision with a fixed object,1,COLAC OTWAY,Country,N,Non Intersection,4890,Declared Road,,,1
1996343,T20170011240,1496880000000,1483228800000,1492300800000,Include in Future Road Deaths Reporting,151000,318255,A,M,36,2,Drivers,4,Collision with a fixed object,1,STRATHBOGIE,Country,N,Non Intersection,2550,Declared Road,,,1
1996344,T20160010734,1463356800000,1451606400000,1460764800000,Include in Future Road Deaths Reporting,091000,303448,A,F,61,2,Drivers,1,Collision with vehicle,2,CASEY,Melbourne - South East,N,Non Intersection,9999,Non Declared Road,,,1
1996345,T20160016975,1470182400000,1451606400000,1460764800000,Include in Future Road Deaths Reporting,092000,306713,01,F,57,3,Passengers,1,Collision with vehicle,2,SURF COAST,Country,N,Non Intersection,5010,Declared Road,,,1
1996346,T20180014317,1532908800000,1514764800000,1523836800000,Include in Future Road Deaths Reporting,234900,337054,A,M,23,2,Drivers,4,Collision with a fixed object,1,HUME,Melbourne - North West,N,Non Intersection,5873,Declared Road,,,1
1996347,T20160024401,1478908800000,1451606400000,1460764800000,Include in Future Road Deaths Reporting,000500,311291,01,M,45,3,Passengers,4,Collision with a fixed object,1,LATROBE,Country,I,Intersection,9999,Non Declared Road,,,1
1996348,T20170012322,1498176000000,1483228800000,1492300800000,Include in Future Road Deaths Reporting,171000,318784,A,M,37,4,Motorcyclists,4,Collision with a fixed object,1,MURRINDINDI,Country,N,Non Intersection,9999,Non Declared Road,,,1
1996349,T20170021393,1510272000000,1483228800000,1492300800000,Include in Future Road Deaths Reporting,021900,324550,A,M,35,2,Drivers,1,Collision with vehicle,2,BENDIGO,Bendigo,N,Non Intersection,5200,Declared Road,,,1
1996350,T20190000403,1546819200000,1546300800000,1555372800000,Include in Current Equivalent Period Road Deaths Reporting,124000,340985,A,M,61,2,Drivers,1,Collision with vehicle,2,BULOKE,Country,N,Non Intersection,2530,Declared Road,,,1
1996351,T20160013492,1466380800000,1451606400000,1460764800000,Include in Future Road Deaths Reporting,050000,304963,A,M,41,2,Drivers,4,Collision with a fixed object,1,YARRA RANGES,Melbourne - Outer East,N,Non Intersection,5521,Declared Road,,,1
1996352,T20160009720,1462320000000,1451606400000,1460764800000,Include in Future Road Deaths Reporting,114500,303642,A,F,87,2,Drivers,1,Collision with vehicle,2,BALLARAT,Ballarat,N,Non Intersection,9999,Non Declared Road,,,1
1996353,T20190004622,1552176000000,1546300800000,1555372800000,Include in Current Equivalent Period Road Deaths Reporting,180200,343217,01,M,20,3,Passengers,7,Fall from or in moving vehicle,1,HUME,Melbourne - North West,N,Non Intersection,9999,Non Declared Road,,,1
1996354,T20180024488,1546041600000,1514764800000,1523836800000,Include in Future Road Deaths Reporting,174500,340699,A,M,52,2,Drivers,4,Collision with a fixed object,1,GOLDEN PLAINS,Ballarat,N,Non Intersection,2670,Declared Road,,,1
1996355,T20170015437,1502236800000,1483228800000,1492300800000,Include in Future Road Deaths Reporting,191800,297431,01,F,14,3,Passengers,1,Collision with vehicle,2,CASEY,Melbourne - South East,I,Intersection,2580,Declared Road,,,2
1996356,T20170015437,1502236800000,1483228800000,1492300800000,Include in Future Road Deaths Reporting,191800,297431,A,F,44,2,Drivers,1,Collision with vehicle,2,CASEY,Melbourne - South East,I,Intersection,2580,Declared Road,,,2
1996357,T20180011123,1528848000000,1514764800000,1523836800000,Include in Future Road Deaths Reporting,153000,331552,B,M,34,2,Drivers,1,Collision with vehicle,2,HEPBURN,Ballarat,N,Non Intersection,2590,Declared Road,,,1
1996358,T20180006455,1522886400000,1514764800000,1523836800000,Include in Current Equivalent Period Road Deaths Reporting,092000,329641,A,F,56,2,Drivers,1,Collision with vehicle,2,BENDIGO,Bendigo,N,Non Intersection,2770,Declared Road,,,1
1996359,T20140013740,1404432000000,1388534400000,1397606400000,Include in Future Road Deaths Reporting,044000,272633,01,F,16,3,Passengers,4,Collision with a fixed object,1,WYNDHAM,Melbourne - West,N,Non Intersection,5137,Declared Road,,,1
1996360,T20180014647,1533340800000,1514764800000,1523836800000,Include in Future Road Deaths Reporting,005000,337057,01,M,12,3,Passengers,4,Collision with a fixed object,1,SHEPPARTON,Country,N,Non Intersection,9999,Non Declared Road,,,1
1996361,T20150023627,1447545600000,1420070400000,1429142400000,Include in Future Road Deaths Reporting,090500,296105,A,M,32,2,Drivers,1,Collision with vehicle,2,GEELONG,Country,N,Non Intersection,5107,Declared Road,,,1
1996362,T20170011640,1497398400000,1483228800000,1492300800000,Include in Future Road Deaths Reporting,103000,318376,A,M,80,2,Drivers,1,Collision with vehicle,2,SHEPPARTON,Country,I,Intersection,5366,Declared Road,,,1
1996363,T20180017367,1536883200000,1514764800000,1523836800000,Include in Future Road Deaths Reporting,124000,337979,A,M,65,4,Motorcyclists,4,Collision with a fixed object,1,MURRINDINDI,Country,N,Non Intersection,9999,Non Declared Road,,,1
1996364,T20170007177,1491696000000,1483228800000,1492300800000,Include in Current Equivalent Period Road Deaths Reporting,143000,316048,02,M,19,3,Passengers,4,Collision with a fixed object,1,YARRA RANGES,Melbourne - Outer East,N,Non Intersection,5770,Declared Road,,,2
1996365,T20170007177,1491696000000,1483228800000,1492300800000,Include in Current Equivalent Period Road Deaths Reporting,143000,316048,03,M,19,3,Passengers,4,Collision with a fixed object,1,YARRA RANGES,Melbourne - Outer East,N,Non Intersection,5770,Declared Road,,,2
1996366,T20190002783,1550016000000,1546300800000,1555372800000,Include in Current Equivalent Period Road Deaths Reporting,153000,342185,A,F,49,2,Drivers,4,Collision with a fixed object,1,SHEPPARTON,Country,N,Non Intersection,9999,Non Declared Road,,,1
1996367,T20180008895,1525910400000,1514764800000,1523836800000,Include in Future Road Deaths Reporting,224500,331646,A,M,19,4,Motorcyclists,4,Collision with a fixed object,1,MONASH,Melbourne - South East,N,Non Intersection,2510,Declared Road,,,1
1996368,T20150012926,1434499200000,1420070400000,1429142400000,Include in Future Road Deaths Reporting,214500,291247,A,F,27,2,Drivers,4,Collision with a fixed object,1,WELLINGTON,Country,N,Non Intersection,5915,Declared Road,,,1
1996369,T20150021923,1445558400000,1420070400000,1429142400000,Include in Future Road Deaths Reporting,074700,295272,A,M,28,2,Drivers,4,Collision with a fixed object,1,HUME,Melbourne - North West,N,Non Intersection,7598,Declared Road,,,1
1996370,T20140014112,1404864000000,1388534400000,1397606400000,Include in Future Road Deaths Reporting,103000,273415,01,M,87,1,Pedestrians,2,Struck Pedestrian,1,GEELONG,Country,N,Non Intersection,5060,Declared Road,,,1
1996371,T20140002677,1391904000000,1388534400000,1397606400000,Include in Current Equivalent Period Road Deaths Reporting,004000,267350,01,M,32,1,Pedestrians,2,Struck Pedestrian,1,GEELONG,Country,N,Non Intersection,2500,Declared Road,,,1
1996372,T20190000642,1547164800000,1546300800000,1555372800000,Include in Current Equivalent Period Road Deaths Reporting,160700,341128,B,F,47,4,Motorcyclists,1,Collision with vehicle,2,WYNDHAM,Melbourne - West,N,Non Intersection,2500,Declared Road,,,1
1996373,T20150016862,1439424000000,1420070400000,1429142400000,Include in Future Road Deaths Reporting,110800,294680,03,M,68,1,Pedestrians,2,Struck Pedestrian,1,GEELONG,Country,N,Non Intersection,2800,Declared Road,,,1
1996374,T20180002654,1518307200000,1514764800000,1523836800000,Include in Current Equivalent Period Road Deaths Reporting,235400,47705,A,M,30,2,Drivers,1,Collision with vehicle,2,GEELONG,Country,I,Intersection,2800,Declared Road,,,2
1996375,T20180002654,1518307200000,1514764800000,1523836800000,Include in Current Equivalent Period Road Deaths Reporting,235400,47705,B,M,46,2,Drivers,1,Collision with vehicle,2,GEELONG,Country,I,Intersection,2800,Declared Road,,,2
1996376,T20170002598,1486598400000,1483228800000,1492300800000,Include in Current Equivalent Period Road Deaths Reporting,140000,313840,A,M,62,2,Drivers,5,Collision with some other object,1,MACEDON RANGES,Country,N,Non Intersection,5190,Declared Road,,,1
1996377,T20160026749,1481414400000,1451606400000,1460764800000,Include in Future Road Deaths Reporting,185500,296936,B,M,48,4,Motorcyclists,1,Collision with vehicle,2,INDIGO,Country,I,Intersection,2570,Declared Road,,,1
1996378,T20180009807,1527120000000,1514764800000,1523836800000,Include in Future Road Deaths Reporting,130000,330760,A,M,46,2,Drivers,4,Collision with a fixed object,1,MOUNT ALEXANDER,Bendigo,N,Non Intersection,9999,Non Declared Road,,,1
1996379,T20170014068,1500508800000,1483228800000,1492300800000,Include in Future Road Deaths Reporting,064500,57432,B,M,45,4,Motorcyclists,1,Collision with vehicle,2,MELBOURNE,Melbourne - Inner,I,Intersection,5069,Declared Road,,,1
1996380,T20170015845,1502755200000,1483228800000,1492300800000,Include in Future Road Deaths Reporting,182500,38315,03,M,18,3,Passengers,1,Collision with vehicle,2,WHITTLESEA,Melbourne - North East,I,Intersection,5605,Declared Road,,,1
1996381,T20180009615,1526860800000,1514764800000,1523836800000,Include in Future Road Deaths Reporting,143800,332080,A,M,23,2,Drivers,4,Collision with a fixed object,1,MELBOURNE,Melbourne - Inner,N,Non Intersection,5035,Declared Road,,,1
1996382,T20160005221,1457395200000,1451606400000,1460764800000,Include in Current Equivalent Period Road Deaths Reporting,143000,301424,A,M,77,2,Drivers,4,Collision with a fixed object,1,WANGARATTA,Country,N,Non Intersection,2550,Declared Road,,,1
1996383,T20170006433,1490832000000,1483228800000,1492300800000,Include in Current Equivalent Period Road Deaths Reporting,113000,315976,A,M,85,2,Drivers,4,Collision with a fixed object,1,BULOKE,Country,N,Non Intersection,9999,Non Declared Road,,,1
1996384,T20180011146,1502582400000,1483228800000,1492300800000,Include in Future Road Deaths Reporting,094500,331721,01,M,76,3,Passengers,7,Fall from or in moving vehicle,1,DANDENONG,Melbourne - South East,N,Non Intersection,2400,Declared Road,,,1
1996385,T20180016654,1535932800000,1514764800000,1523836800000,Include in Future Road Deaths Reporting,122600,337908,01,M,86,1,Pedestrians,2,Struck Pedestrian,1,LATROBE,Country,N,Non Intersection,9999,Non Declared Road,,,1
1996386,T20170009219,1494374400000,1483228800000,1492300800000,Include in Future Road Deaths Reporting,150000,317248,A,M,92,2,Drivers,8,No collision and no object struck,0,MOORABOOL,Ballarat,I,Intersection,9999,Non Declared Road,,,1
1996387,T20180002987,1518739200000,1514764800000,1523836800000,Include in Current Equivalent Period Road Deaths Reporting,055000,327134,A,M,65,2,Drivers,1,Collision with vehicle,2,YARRA RANGES,Melbourne - Outer East,N,Non Intersection,2300,Declared Road,,,1
1996388,T20170019308,1507593600000,1483228800000,1492300800000,Include in Future Road Deaths Reporting,155000,322384,B,M,44,4,Motorcyclists,1,Collision with vehicle,2,MONASH,Melbourne - South East,N,Non Intersection,5306,Declared Road,,,1
1996389,T20170024810,1514419200000,1483228800000,1492300800000,Include in Future Road Deaths Reporting,164400,325312,A,F,79,2,Drivers,4,Collision with a fixed object,1,EAST GIPPSLAND,Country,N,Non Intersection,9999,Non Declared Road,,,1
1996390,T20170016596,1503878400000,1483228800000,1492300800000,Include in Future Road Deaths Reporting,002500,38786,01,M,34,1,Pedestrians,2,Struck Pedestrian,1,MARIBYRNONG,Melbourne - West,I,Intersection,5456,Declared Road,,,1
1996391,T20160016270,1469404800000,1451606400000,1460764800000,Include in Future Road Deaths Reporting,181200,306257,A,M,23,2,Drivers,4,Collision with a fixed object,1,CORANGAMITE,Country,N,Non Intersection,9999,Non Declared Road,,,1
1996392,T20140003019,1392336000000,1388534400000,1397606400000,Include in Current Equivalent Period Road Deaths Reporting,013900,270800,A,F,15,2,Drivers,6,Vehicle overturned (no collision),1,BALLARAT,Ballarat,N,Non Intersection,9999,Non Declared Road,,,1
1996393,T20150004954,1425686400000,1420070400000,1429142400000,Include in Current Equivalent Period Road Deaths Reporting,120000,287653,01,F,42,5,Pillion Passengers,1,Collision with vehicle,2,EAST GIPPSLAND,Country,N,Non Intersection,4005,Declared Road,,,2
1996394,T20150004954,1425686400000,1420070400000,1429142400000,Include in Current Equivalent Period Road Deaths Reporting,120000,287653,B,M,47,4,Motorcyclists,1,Collision with vehicle,2,EAST GIPPSLAND,Country,N,Non Intersection,4005,Declared Road,,,2
1996395,T20180010991,1528675200000,1514764800000,1523836800000,Include in Future Road Deaths Reporting,103000,331412,B,M,61,6,Bicyclists,1,Collision with vehicle,2,MORNINGTON PENINSULA,Metro,N,Non Intersection,2860,Declared Road,,,1
1996396,T20170015876,1502841600000,1483228800000,1492300800000,Include in Future Road Deaths Reporting,102000,320454,A,M,82,2,Drivers,1,Collision with vehicle,2,BENALLA,Country,N,Non Intersection,2550,Declared Road,,,1
1996397,T20160018740,1472169600000,1451606400000,1460764800000,Include in Future Road Deaths Reporting,182000,307600,A,M,26,4,Motorcyclists,1,Collision with vehicle,2,MONASH,Melbourne - Inner South,N,Non Intersection,2070,Declared Road,,,1
1996398,T20170005341,1489622400000,1483228800000,1492300800000,Include in Current Equivalent Period Road Deaths Reporting,144700,315819,B,M,28,2,Drivers,1,Collision with vehicle,7,WYNDHAM,Melbourne - West,N,Non Intersection,2500,Declared Road,,,1
1996399,T20190001468,1548374400000,1546300800000,1555372800000,Include in Current Equivalent Period Road Deaths Reporting,033000,341515,A,F,26,2,Drivers,6,Vehicle overturned (no collision),1,GOLDEN PLAINS,Country,N,Non Intersection,9999,Non Declared Road,,,1
1996400,T20180019776,1540080000000,1514764800000,1523836800000,Include in Future Road Deaths Reporting,205800,337721,B,M,22,4,Motorcyclists,1,Collision with vehicle,2,MONASH,Melbourne - South East,N,Non Intersection,9999,Non Declared Road,,,1
1996401,T20180013613,1532044800000,1514764800000,1523836800000,Include in Future Road Deaths Reporting,061000,340525,01,F,61,1,Pedestrians,2,Struck Pedestrian,1,MAROONDAH,Melbourne - Outer East,N,Non Intersection,9999,Non Declared Road,,,1
1996402,T20180017648,1537228800000,1514764800000,1523836800000,Include in Future Road Deaths Reporting,150500,337971,01,F,48,3,Passengers,4,Collision with a fixed object,1,CORANGAMITE,Country,N,Non Intersection,5037,Declared Road,,,1
1996403,T20180022512,1543536000000,1514764800000,1523836800000,Include in Future Road Deaths Reporting,233500,42096,A,M,51,4,Motorcyclists,1,Collision with vehicle,2,BAYSIDE,Melbourne - Inner South,I,Intersection,2660,Declared Road,,,1
1996404,T20180021572,1542412800000,1514764800000,1523836800000,Include in Future Road Deaths Reporting,224200,58044,A,M,65,2,Drivers,1,Collision with vehicle,2,KNOX,Melbourne - Outer East,I,Intersection,2750,Declared Road,,,1
1996405,T20180020565,1541116800000,1514764800000,1523836800000,Include in Future Road Deaths Reporting,095000,338447,B,M,28,4,Motorcyclists,1,Collision with vehicle,2,CARDINIA,Melbourne - South East,N,Non Intersection,2460,Declared Road,,,1
1996406,T20170024357,1513814400000,1483228800000,1492300800000,Include in Future Road Deaths Reporting,002500,325072,A,M,41,2,Drivers,1,Collision with vehicle,3,DAREBIN,Melbourne - North East,N,Non Intersection,5813,Declared Road,,,1
1996407,T20180010981,1528675200000,1514764800000,1523836800000,Include in Future Road Deaths Reporting,111000,331411,A,M,56,4,Motorcyclists,1,Collision with vehicle,1,BENDIGO,Bendigo,N,Non Intersection,2540,Declared Road,,,1
1996408,T20180014836,1533600000000,1514764800000,1523836800000,Include in Future Road Deaths Reporting,065000,339534,A,M,36,4,Motorcyclists,1,Collision with vehicle,2,MELTON,Melbourne - West,N,Non Intersection,9999,Non Declared Road,,,1
1996409,T20170012729,1498694400000,1483228800000,1492300800000,Include in Future Road Deaths Reporting,171000,318928,A,F,19,2,Drivers,4,Collision with a fixed object,1,BAW BAW,Country,N,Non Intersection,5535,Declared Road,,,1
1996410,T20180015644,1534550400000,1514764800000,1523836800000,Include in Future Road Deaths Reporting,182600,337066,01,M,10,1,Pedestrians,2,Struck Pedestrian,1,WHITEHORSE,Melbourne - Inner East,N,Non Intersection,9999,Non Declared Road,,,1
1996411,T20180016859,1536192000000,1514764800000,1523836800000,Include in Future Road Deaths Reporting,072000,56910,01,F,49,3,Passengers,2,Struck Pedestrian,1,MANNINGHAM,Melbourne - Outer East,I,Intersection,9999,Non Declared Road,,,1
1996412,T20180024040,1545436800000,1514764800000,1523836800000,Include in Future Road Deaths Reporting,031500,340505,01,M,32,1,Pedestrians,2,Struck Pedestrian,1,GEELONG,Country,N,Non Intersection,9999,Non Declared Road,,,1
